timestamp,sad,angry,surprise,fear,happy,disgust,neutral,transcript
2024-10-13 07:46:09,26.55847668647766,5.002502724528313,0.009927827341016382,4.856803268194199,0.034915105788968503,0.0021871610442758538,63.535189628601074,
2024-10-13 07:46:10,20.290833711624146,4.497169703245163,0.0017462441974203102,2.200576104223728,0.0422384066041559,0.00281754710158566,72.96462059020996,
2024-10-13 07:46:10,16.41244539096626,4.6136158474454785,0.0010974464857301908,0.49806025985242486,0.01632229493197694,0.0023102585613788552,78.4561502013296,
2024-10-13 07:46:10,7.8431203961372375,1.714911125600338,0.00034005267934844596,0.25577687192708254,0.020158776897005737,0.00042417136683070567,90.16526937484741,
2024-10-13 07:46:10,17.079058289527893,6.435787677764893,0.0003832572929240996,0.7015638053417206,0.015558015729766339,0.0010320056389900856,75.76661705970764,
2024-10-13 07:46:10,27.952765104339427,8.423537517996879,0.0009719838669297448,2.9158057520273775,0.005871581365499839,0.004109890750756495,60.696939271506025,
2024-10-13 07:46:11,13.66378366947174,3.657873719930649,0.0006072487394703785,1.3301147148013115,0.00898256548680365,0.0007187946721387561,81.3379168510437,
2024-10-13 07:46:11,16.85299575328827,6.468711048364639,0.000875593650562223,1.94028802216053,0.01598391536390409,0.0015421790521941148,74.71960783004761,
2024-10-13 07:46:11,31.315958499908447,4.074222967028618,0.000395863708035904,1.6039282083511353,0.005101719943922944,0.0033337724744342268,62.997061014175415,
2024-10-13 07:46:11,6.015601754188538,1.064837258309126,0.00020763673092005774,0.2092641545459628,0.00692864487064071,2.2388609011159133e-05,92.7031397819519,
2024-10-13 07:46:11,5.051891878247261,1.0333232581615448,9.470860504734446e-05,0.1734713325276971,0.005731032069888897,1.4506578338568943e-05,93.73547434806824,
2024-10-13 07:46:11,7.238920464451341,2.8429211880517715,0.0022625626554866416,0.538224107070214,0.020012217020412802,0.0005044946038311158,89.35715492708414,
2024-10-13 07:46:12,31.8638414144516,8.18902775645256,0.000927472319744993,1.5415379777550697,0.01071186998160556,0.025800493312999606,58.368152379989624,
2024-10-13 07:46:12,13.724282237972947,1.028330594649244,6.631196134399816e-05,0.09946582118829236,0.00190598725583044,8.859248704357518e-05,85.14585672070304,
2024-10-13 07:46:12,30.863109230995178,3.278793767094612,0.0004772220563609153,0.7733409758657217,0.003414543971302919,0.010862974158953875,65.0700032711029,
2024-10-13 07:46:12,38.60313594341278,3.58700267970562,0.0006746700364601566,1.1727608740329742,0.0046347839088412,0.016264713485725224,56.61553144454956,
2024-10-13 07:46:12,55.78351020812988,19.41905915737152,0.001891191459435504,1.6121769323945045,0.00505155767314136,0.3891092259436846,22.789204120635986,
2024-10-13 07:46:12,58.1233024597168,8.050329983234406,0.0019882885680999607,0.7227975409477949,0.053082272643223405,0.22754271049052477,32.82095491886139,
